"Town","FIPS","Year","Race/Ethnicity","Measure Type","Variable","Value"
"Canterbury","0901512130","2005-2009","White Alone Not Hispanic or Latino","Ratio to State Median","Median Household Income",0.94
"Canterbury","0901512130","2005-2009","White Alone Not Hispanic or Latino","Ratio to State Median","Margins of Error",0.05
"Canterbury","0901512130","2006-2010","All","Number","Median Household Income",70902.0
"Canterbury","0901512130","2006-2010","All","Number","Margins of Error",4836.0
"Canterbury","0901512130","2006-2010","All","Ratio to State Median","Median Household Income",1.05
"Canterbury","0901512130","2006-2010","All","Ratio to State Median","Margins of Error",0.07
"Canterbury","0901512130","2006-2010","American Indian and Alaska Native Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2006-2010","American Indian and Alaska Native Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2006-2010","American Indian and Alaska Native Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2006-2010","American Indian and Alaska Native Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2006-2010","Asian Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2006-2010","Asian Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2006-2010","Asian Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2006-2010","Asian Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2006-2010","Black or African American Alone","Number","Median Household Income",67313.0
"Canterbury","0901512130","2006-2010","Black or African American Alone","Number","Margins of Error",58014.0
"Canterbury","0901512130","2006-2010","Black or African American Alone","Ratio to State Median","Median Household Income",1.54
"Canterbury","0901512130","2006-2010","Black or African American Alone","Ratio to State Median","Margins of Error",1.33
"Canterbury","0901512130","2006-2010","Hispanic or Latino","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2006-2010","Hispanic or Latino","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2006-2010","Hispanic or Latino","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2006-2010","Hispanic or Latino","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2006-2010","Native Hawaiian and Other Pacific Islander","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2006-2010","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2006-2010","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2006-2010","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2006-2010","Some Other Race Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2006-2010","Some Other Race Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2006-2010","Some Other Race Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2006-2010","Some Other Race Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2006-2010","Two or More Races","Number","Median Household Income",46445.0
"Canterbury","0901512130","2006-2010","Two or More Races","Number","Margins of Error",32621.0
"Canterbury","0901512130","2006-2010","Two or More Races","Ratio to State Median","Median Household Income",0.91
"Canterbury","0901512130","2006-2010","Two or More Races","Ratio to State Median","Margins of Error",0.64
"Canterbury","0901512130","2006-2010","White Alone","Number","Median Household Income",71472.0
"Canterbury","0901512130","2006-2010","White Alone","Number","Margins of Error",5774.0
"Canterbury","0901512130","2006-2010","White Alone","Ratio to State Median","Median Household Income",0.98
"Canterbury","0901512130","2006-2010","White Alone","Ratio to State Median","Margins of Error",0.08
"Canterbury","0901512130","2006-2010","White Alone Not Hispanic or Latino","Number","Median Household Income",71646.0
"Canterbury","0901512130","2006-2010","White Alone Not Hispanic or Latino","Number","Margins of Error",6076.0
"Canterbury","0901512130","2006-2010","White Alone Not Hispanic or Latino","Ratio to State Median","Median Household Income",0.95
"Canterbury","0901512130","2006-2010","White Alone Not Hispanic or Latino","Ratio to State Median","Margins of Error",0.08
"Canterbury","0901512130","2007-2011","All","Number","Median Household Income",73000.0
"Canterbury","0901512130","2007-2011","All","Number","Margins of Error",3135.0
"Canterbury","0901512130","2007-2011","All","Ratio to State Median","Median Household Income",1.05
"Canterbury","0901512130","2007-2011","All","Ratio to State Median","Margins of Error",0.05
"Canterbury","0901512130","2007-2011","American Indian and Alaska Native Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2007-2011","American Indian and Alaska Native Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2007-2011","American Indian and Alaska Native Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2007-2011","American Indian and Alaska Native Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2007-2011","Asian Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2007-2011","Asian Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2007-2011","Asian Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2007-2011","Asian Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2007-2011","Black or African American Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2007-2011","Black or African American Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2007-2011","Black or African American Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2007-2011","Black or African American Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2007-2011","Hispanic or Latino","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2007-2011","Hispanic or Latino","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2007-2011","Hispanic or Latino","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2007-2011","Hispanic or Latino","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2007-2011","Native Hawaiian and Other Pacific Islander","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2007-2011","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2007-2011","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2007-2011","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2007-2011","Some Other Race Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2007-2011","Some Other Race Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2007-2011","Some Other Race Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2007-2011","Some Other Race Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2007-2011","Two or More Races","Number","Median Household Income",49018.0
"Canterbury","0901512130","2007-2011","Two or More Races","Number","Margins of Error",33556.0
"Canterbury","0901512130","2007-2011","Two or More Races","Ratio to State Median","Median Household Income",0.97
"Canterbury","0901512130","2007-2011","Two or More Races","Ratio to State Median","Margins of Error",0.67
"Canterbury","0901512130","2007-2011","White Alone","Number","Median Household Income",73208.0
"Canterbury","0901512130","2007-2011","White Alone","Number","Margins of Error",3361.0
"Canterbury","0901512130","2007-2011","White Alone","Ratio to State Median","Median Household Income",0.98
"Canterbury","0901512130","2007-2011","White Alone","Ratio to State Median","Margins of Error",0.05
"Canterbury","0901512130","2007-2011","White Alone Not Hispanic or Latino","Number","Median Household Income",73389.0
"Canterbury","0901512130","2007-2011","White Alone Not Hispanic or Latino","Number","Margins of Error",3503.0
"Canterbury","0901512130","2007-2011","White Alone Not Hispanic or Latino","Ratio to State Median","Median Household Income",0.95
"Canterbury","0901512130","2007-2011","White Alone Not Hispanic or Latino","Ratio to State Median","Margins of Error",0.05
"Canterbury","0901512130","2008-2012","All","Number","Median Household Income",66641.0
"Canterbury","0901512130","2008-2012","All","Number","Margins of Error",10553.0
"Canterbury","0901512130","2008-2012","All","Ratio to State Median","Median Household Income",0.96
"Canterbury","0901512130","2008-2012","All","Ratio to State Median","Margins of Error",0.15
"Canterbury","0901512130","2008-2012","American Indian and Alaska Native Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2008-2012","American Indian and Alaska Native Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2008-2012","American Indian and Alaska Native Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2008-2012","American Indian and Alaska Native Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2008-2012","Asian Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2008-2012","Asian Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2008-2012","Asian Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2008-2012","Asian Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2008-2012","Black or African American Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2008-2012","Black or African American Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2008-2012","Black or African American Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2008-2012","Black or African American Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2008-2012","Hispanic or Latino","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2008-2012","Hispanic or Latino","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2008-2012","Hispanic or Latino","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2008-2012","Hispanic or Latino","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2008-2012","Native Hawaiian and Other Pacific Islander","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2008-2012","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2008-2012","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2008-2012","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2008-2012","Some Other Race Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2008-2012","Some Other Race Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2008-2012","Some Other Race Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2008-2012","Some Other Race Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2008-2012","Two or More Races","Number","Median Household Income",48885.0
"Canterbury","0901512130","2008-2012","Two or More Races","Number","Margins of Error",906.0
"Canterbury","0901512130","2008-2012","Two or More Races","Ratio to State Median","Median Household Income",0.98
"Canterbury","0901512130","2008-2012","Two or More Races","Ratio to State Median","Margins of Error",0.06
"Canterbury","0901512130","2008-2012","White Alone","Number","Median Household Income",66957.0
"Canterbury","0901512130","2008-2012","White Alone","Number","Margins of Error",12650.0
"Canterbury","0901512130","2008-2012","White Alone","Ratio to State Median","Median Household Income",0.89
"Canterbury","0901512130","2008-2012","White Alone","Ratio to State Median","Margins of Error",0.17
"Canterbury","0901512130","2008-2012","White Alone Not Hispanic or Latino","Number","Median Household Income",67121.0
"Canterbury","0901512130","2008-2012","White Alone Not Hispanic or Latino","Number","Margins of Error",13498.0
"Canterbury","0901512130","2008-2012","White Alone Not Hispanic or Latino","Ratio to State Median","Median Household Income",0.86
"Canterbury","0901512130","2008-2012","White Alone Not Hispanic or Latino","Ratio to State Median","Margins of Error",0.17
"Canterbury","0901512130","2009-2013","All","Number","Median Household Income",73038.0
"Canterbury","0901512130","2009-2013","All","Number","Margins of Error",4974.0
"Canterbury","0901512130","2009-2013","All","Ratio to State Median","Median Household Income",1.05
"Canterbury","0901512130","2009-2013","All","Ratio to State Median","Margins of Error",0.07
"Canterbury","0901512130","2009-2013","American Indian and Alaska Native Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2009-2013","American Indian and Alaska Native Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2009-2013","American Indian and Alaska Native Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2009-2013","American Indian and Alaska Native Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2009-2013","Asian Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2009-2013","Asian Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2009-2013","Asian Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2009-2013","Asian Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2009-2013","Black or African American Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2009-2013","Black or African American Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2009-2013","Black or African American Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2009-2013","Black or African American Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2009-2013","Hispanic or Latino","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2009-2013","Hispanic or Latino","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2009-2013","Hispanic or Latino","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2009-2013","Hispanic or Latino","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2009-2013","Native Hawaiian and Other Pacific Islander","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2009-2013","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2009-2013","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2009-2013","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2009-2013","Some Other Race Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2009-2013","Some Other Race Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2009-2013","Some Other Race Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2009-2013","Some Other Race Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2009-2013","Two or More Races","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2009-2013","Two or More Races","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2009-2013","Two or More Races","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2009-2013","Two or More Races","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2009-2013","White Alone","Number","Median Household Income",73681.0
"Canterbury","0901512130","2009-2013","White Alone","Number","Margins of Error",4655.0
"Canterbury","0901512130","2009-2013","White Alone","Ratio to State Median","Median Household Income",0.98
"Canterbury","0901512130","2009-2013","White Alone","Ratio to State Median","Margins of Error",0.06
"Canterbury","0901512130","2009-2013","White Alone Not Hispanic or Latino","Number","Median Household Income",73681.0
"Canterbury","0901512130","2009-2013","White Alone Not Hispanic or Latino","Number","Margins of Error",4655.0
"Canterbury","0901512130","2009-2013","White Alone Not Hispanic or Latino","Ratio to State Median","Median Household Income",0.95
"Canterbury","0901512130","2009-2013","White Alone Not Hispanic or Latino","Ratio to State Median","Margins of Error",0.06
"Canterbury","0901512130","2010-2014","All","Number","Median Household Income",81496.0
"Canterbury","0901512130","2010-2014","All","Number","Margins of Error",6211.0
"Canterbury","0901512130","2010-2014","All","Ratio to State Median","Median Household Income",1.17
"Canterbury","0901512130","2010-2014","All","Ratio to State Median","Margins of Error",0.09
"Canterbury","0901512130","2010-2014","American Indian and Alaska Native Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2010-2014","American Indian and Alaska Native Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2010-2014","American Indian and Alaska Native Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2010-2014","American Indian and Alaska Native Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2010-2014","Asian Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2010-2014","Asian Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2010-2014","Asian Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2010-2014","Asian Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2010-2014","Black or African American Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2010-2014","Black or African American Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2010-2014","Black or African American Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2010-2014","Black or African American Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2010-2014","Hispanic or Latino","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2010-2014","Hispanic or Latino","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2010-2014","Hispanic or Latino","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2010-2014","Hispanic or Latino","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2010-2014","Native Hawaiian and Other Pacific Islander","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2010-2014","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2010-2014","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2010-2014","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2010-2014","Some Other Race Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2010-2014","Some Other Race Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2010-2014","Some Other Race Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2010-2014","Some Other Race Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2010-2014","Two or More Races","Number","Median Household Income",52240.0
"Canterbury","0901512130","2010-2014","Two or More Races","Number","Margins of Error",141112.0
"Canterbury","0901512130","2010-2014","Two or More Races","Ratio to State Median","Median Household Income",1.01
"Canterbury","0901512130","2010-2014","Two or More Races","Ratio to State Median","Margins of Error",2.73
"Canterbury","0901512130","2010-2014","White Alone","Number","Median Household Income",82052.0
"Canterbury","0901512130","2010-2014","White Alone","Number","Margins of Error",5876.0
"Canterbury","0901512130","2010-2014","White Alone","Ratio to State Median","Median Household Income",1.08
"Canterbury","0901512130","2010-2014","White Alone","Ratio to State Median","Margins of Error",0.08
"Canterbury","0901512130","2010-2014","White Alone Not Hispanic or Latino","Number","Median Household Income",82052.0
"Canterbury","0901512130","2010-2014","White Alone Not Hispanic or Latino","Number","Margins of Error",5876.0
"Canterbury","0901512130","2010-2014","White Alone Not Hispanic or Latino","Ratio to State Median","Median Household Income",1.04
"Canterbury","0901512130","2010-2014","White Alone Not Hispanic or Latino","Ratio to State Median","Margins of Error",0.08
"Canterbury","0901512130","2011-2015","All","Number","Median Household Income",83862.0
"Canterbury","0901512130","2011-2015","All","Number","Margins of Error",7457.0
"Canterbury","0901512130","2011-2015","All","Ratio to State Median","Median Household Income",1.19
"Canterbury","0901512130","2011-2015","All","Ratio to State Median","Margins of Error",0.11
"Canterbury","0901512130","2011-2015","American Indian and Alaska Native Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2011-2015","American Indian and Alaska Native Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2011-2015","American Indian and Alaska Native Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2011-2015","American Indian and Alaska Native Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2011-2015","Asian Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2011-2015","Asian Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2011-2015","Asian Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2011-2015","Asian Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2011-2015","Black or African American Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2011-2015","Black or African American Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2011-2015","Black or African American Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2011-2015","Black or African American Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2011-2015","Hispanic or Latino","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2011-2015","Hispanic or Latino","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2011-2015","Hispanic or Latino","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2011-2015","Hispanic or Latino","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2011-2015","Native Hawaiian and Other Pacific Islander","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2011-2015","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2011-2015","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2011-2015","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2011-2015","Some Other Race Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2011-2015","Some Other Race Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2011-2015","Some Other Race Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2011-2015","Some Other Race Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2011-2015","Two or More Races","Number","Median Household Income",138026.0
"Canterbury","0901512130","2011-2015","Two or More Races","Number","Margins of Error",91681.0
"Canterbury","0901512130","2011-2015","Two or More Races","Ratio to State Median","Median Household Income",2.58
"Canterbury","0901512130","2011-2015","Two or More Races","Ratio to State Median","Margins of Error",1.72
"Canterbury","0901512130","2011-2015","White Alone","Number","Median Household Income",83950.0
"Canterbury","0901512130","2011-2015","White Alone","Number","Margins of Error",8167.0
"Canterbury","0901512130","2011-2015","White Alone","Ratio to State Median","Median Household Income",1.1
"Canterbury","0901512130","2011-2015","White Alone","Ratio to State Median","Margins of Error",0.11
"Canterbury","0901512130","2011-2015","White Alone Not Hispanic or Latino","Number","Median Household Income",83950.0
"Canterbury","0901512130","2011-2015","White Alone Not Hispanic or Latino","Number","Margins of Error",8167.0
"Canterbury","0901512130","2011-2015","White Alone Not Hispanic or Latino","Ratio to State Median","Median Household Income",1.06
"Canterbury","0901512130","2011-2015","White Alone Not Hispanic or Latino","Ratio to State Median","Margins of Error",0.1
"Canterbury","0901512130","2012-2016","All","Number","Median Household Income",81496.0
"Canterbury","0901512130","2012-2016","All","Number","Margins of Error",8274.0
"Canterbury","0901512130","2012-2016","All","Ratio to State Median","Median Household Income",1.14
"Canterbury","0901512130","2012-2016","All","Ratio to State Median","Margins of Error",0.12
"Canterbury","0901512130","2012-2016","American Indian and Alaska Native Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2012-2016","American Indian and Alaska Native Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2012-2016","American Indian and Alaska Native Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2012-2016","American Indian and Alaska Native Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2012-2016","Asian Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2012-2016","Asian Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2012-2016","Asian Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2012-2016","Asian Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2012-2016","Black or African American Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2012-2016","Black or African American Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2012-2016","Black or African American Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2012-2016","Black or African American Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2012-2016","Hispanic or Latino","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2012-2016","Hispanic or Latino","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2012-2016","Hispanic or Latino","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2012-2016","Hispanic or Latino","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2012-2016","Native Hawaiian and Other Pacific Islander","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2012-2016","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2012-2016","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2012-2016","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2012-2016","Some Other Race Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2012-2016","Some Other Race Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2012-2016","Some Other Race Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2012-2016","Some Other Race Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2012-2016","Two or More Races","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2012-2016","Two or More Races","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2012-2016","Two or More Races","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2012-2016","Two or More Races","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2012-2016","White Alone","Number","Median Household Income",81525.0
"Canterbury","0901512130","2012-2016","White Alone","Number","Margins of Error",9794.0
"Canterbury","0901512130","2012-2016","White Alone","Ratio to State Median","Median Household Income",1.05
"Canterbury","0901512130","2012-2016","White Alone","Ratio to State Median","Margins of Error",0.13
"Canterbury","0901512130","2012-2016","White Alone Not Hispanic or Latino","Number","Median Household Income",81525.0
"Canterbury","0901512130","2012-2016","White Alone Not Hispanic or Latino","Number","Margins of Error",9794.0
"Canterbury","0901512130","2012-2016","White Alone Not Hispanic or Latino","Ratio to State Median","Median Household Income",1.0
"Canterbury","0901512130","2012-2016","White Alone Not Hispanic or Latino","Ratio to State Median","Margins of Error",0.12
"Canterbury","0901512130","2013-2017","All","Number","Median Household Income",89213.0
"Canterbury","0901512130","2013-2017","All","Number","Margins of Error",7105.0
"Canterbury","0901512130","2013-2017","All","Ratio to State Median","Median Household Income",1.21
"Canterbury","0901512130","2013-2017","All","Ratio to State Median","Margins of Error",0.1
"Canterbury","0901512130","2013-2017","American Indian and Alaska Native Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2013-2017","American Indian and Alaska Native Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2013-2017","American Indian and Alaska Native Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2013-2017","American Indian and Alaska Native Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2013-2017","Asian Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2013-2017","Asian Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2013-2017","Asian Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2013-2017","Asian Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2013-2017","Black or African American Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2013-2017","Black or African American Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2013-2017","Black or African American Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2013-2017","Black or African American Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2013-2017","Hispanic or Latino","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2013-2017","Hispanic or Latino","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2013-2017","Hispanic or Latino","Ratio to State Median","Median Household Income",-9999.0
